State,Year,Quarter,District,Registered_Users,YearQuarter
Arunachal Pradesh,2019,1,East Kameng,876,2019-Q1
Arunachal Pradesh,2019,1,Lohit,4416,2019-Q1
Arunachal Pradesh,2019,1,Lepa Rada,710,2019-Q1
Arunachal Pradesh,2019,1,Lower Dibang Valley,2314,2019-Q1
Arunachal Pradesh,2019,1,Longding,1152,2019-Q1
Arunachal Pradesh,2019,1,West Siang,2656,2019-Q1
Arunachal Pradesh,2019,1,Kamle,141,2019-Q1
Arunachal Pradesh,2019,1,Upper Siang,1125,2019-Q1
Arunachal Pradesh,2019,1,Kurung Kumey,385,2019-Q1
Arunachal Pradesh,2019,1,Siang,651,2019-Q1
Arunachal Pradesh,2019,1,Kra Daadi,350,2019-Q1
Arunachal Pradesh,2019,1,Changlang,5210,2019-Q1
Arunachal Pradesh,2019,1,Pakke Kessang,162,2019-Q1
Arunachal Pradesh,2019,1,East Siang,5899,2019-Q1
Arunachal Pradesh,2019,1,Upper Subansiri,1906,2019-Q1
Arunachal Pradesh,2019,1,Tawang,5023,2019-Q1
Arunachal Pradesh,2019,1,Namsai,3153,2019-Q1
Arunachal Pradesh,2019,2,Lower Subansiri,2463,2019-Q2
Arunachal Pradesh,2019,2,Tirap,2697,2019-Q2
Arunachal Pradesh,2019,2,Papum Pare,32800,2019-Q2
Arunachal Pradesh,2019,2,Anjaw,1175,2019-Q2
Arunachal Pradesh,2019,2,Lower Siang,1457,2019-Q2
Arunachal Pradesh,2019,2,Dibang Valley,241,2019-Q2
Arunachal Pradesh,2019,2,West Kameng,9782,2019-Q2
Arunachal Pradesh,2019,2,Shi Yomi,225,2019-Q2
Arunachal Pradesh,2019,2,East Kameng,1075,2019-Q2
Arunachal Pradesh,2019,2,Lohit,5485,2019-Q2
Arunachal Pradesh,2019,2,Lepa Rada,903,2019-Q2
Arunachal Pradesh,2019,2,Lower Dibang Valley,2842,2019-Q2
Arunachal Pradesh,2019,2,Longding,1420,2019-Q2
Arunachal Pradesh,2019,2,West Siang,3393,2019-Q2
Arunachal Pradesh,2019,2,Kamle,212,2019-Q2
Arunachal Pradesh,2019,2,Upper Siang,1372,2019-Q2
Arunachal Pradesh,2019,2,Kurung Kumey,481,2019-Q2
Arunachal Pradesh,2019,2,Siang,831,2019-Q2
Arunachal Pradesh,2019,2,Kra Daadi,440,2019-Q2
Arunachal Pradesh,2019,2,Changlang,6884,2019-Q2
Arunachal Pradesh,2019,2,Pakke Kessang,211,2019-Q2
Arunachal Pradesh,2019,2,East Siang,7319,2019-Q2
Arunachal Pradesh,2019,2,Upper Subansiri,2355,2019-Q2
Arunachal Pradesh,2019,2,Tawang,5908,2019-Q2
Arunachal Pradesh,2019,2,Namsai,3914,2019-Q2
Arunachal Pradesh,2019,3,Lower Subansiri,2928,2019-Q3
Arunachal Pradesh,2019,3,Tirap,3099,2019-Q3
Arunachal Pradesh,2019,3,Papum Pare,38845,2019-Q3
Arunachal Pradesh,2019,3,Anjaw,1358,2019-Q3
Arunachal Pradesh,2019,3,Lower Siang,1689,2019-Q3
Arunachal Pradesh,2019,3,Dibang Valley,271,2019-Q3
Arunachal Pradesh,2019,3,West Kameng,11186,2019-Q3
Arunachal Pradesh,2019,3,Shi Yomi,239,2019-Q3
Arunachal Pradesh,2019,3,East Kameng,1304,2019-Q3
Arunachal Pradesh,2019,3,Lohit,6421,2019-Q3
Arunachal Pradesh,2019,3,Lepa Rada,1064,2019-Q3
Arunachal Pradesh,2019,3,Lower Dibang Valley,3398,2019-Q3
Arunachal Pradesh,2019,3,Longding,1634,2019-Q3
Arunachal Pradesh,2019,3,West Siang,4101,2019-Q3
Arunachal Pradesh,2019,3,Kamle,258,2019-Q3
Arunachal Pradesh,2019,3,Upper Siang,1486,2019-Q3
Arunachal Pradesh,2019,3,Kurung Kumey,572,2019-Q3
Arunachal Pradesh,2019,3,Siang,948,2019-Q3
Arunachal Pradesh,2019,3,Kra Daadi,524,2019-Q3
Arunachal Pradesh,2019,3,Changlang,8145,2019-Q3
Arunachal Pradesh,2019,3,Pakke Kessang,244,2019-Q3
Arunachal Pradesh,2019,3,East Siang,8571,2019-Q3
Arunachal Pradesh,2019,3,Upper Subansiri,2748,2019-Q3
Arunachal Pradesh,2019,3,Tawang,6553,2019-Q3
Arunachal Pradesh,2019,3,Namsai,4563,2019-Q3
Arunachal Pradesh,2019,4,Lower Subansiri,3564,2019-Q4
Arunachal Pradesh,2019,4,Tirap,3605,2019-Q4
Arunachal Pradesh,2019,4,Papum Pare,44746,2019-Q4
Arunachal Pradesh,2019,4,Anjaw,1564,2019-Q4
Arunachal Pradesh,2019,4,Lower Siang,1921,2019-Q4
Arunachal Pradesh,2019,4,Dibang Valley,289,2019-Q4
Arunachal Pradesh,2019,4,West Kameng,12562,2019-Q4
Arunachal Pradesh,2019,4,Shi Yomi,266,2019-Q4
Arunachal Pradesh,2019,4,East Kameng,1623,2019-Q4
Arunachal Pradesh,2019,4,Lohit,7386,2019-Q4
Arunachal Pradesh,2019,4,Lepa Rada,1263,2019-Q4
Arunachal Pradesh,2019,4,Lower Dibang Valley,3944,2019-Q4
Arunachal Pradesh,2019,4,Longding,1847,2019-Q4
Arunachal Pradesh,2019,4,West Siang,4773,2019-Q4
Arunachal Pradesh,2019,4,Kamle,323,2019-Q4
Arunachal Pradesh,2019,4,Upper Siang,1804,2019-Q4
Arunachal Pradesh,2019,4,Kurung Kumey,653,2019-Q4
Arunachal Pradesh,2019,4,Siang,1131,2019-Q4
Arunachal Pradesh,2019,4,Kra Daadi,603,2019-Q4
Arunachal Pradesh,2019,4,Changlang,9662,2019-Q4
Arunachal Pradesh,2019,4,Pakke Kessang,296,2019-Q4
Arunachal Pradesh,2019,4,East Siang,9859,2019-Q4
Arunachal Pradesh,2019,4,Upper Subansiri,3144,2019-Q4
Arunachal Pradesh,2019,4,Tawang,7303,2019-Q4
Arunachal Pradesh,2019,4,Namsai,5190,2019-Q4
Arunachal Pradesh,2020,1,Lower Subansiri,4351,2020-Q1
Arunachal Pradesh,2020,1,Tirap,4261,2020-Q1
Arunachal Pradesh,2020,1,Papum Pare,51342,2020-Q1
Arunachal Pradesh,2020,1,Anjaw,1747,2020-Q1
Arunachal Pradesh,2020,1,Lower Siang,2201,2020-Q1
Arunachal Pradesh,2020,1,Dibang Valley,320,2020-Q1
Arunachal Pradesh,2020,1,West Kameng,13983,2020-Q1
Arunachal Pradesh,2020,1,Shi Yomi,290,2020-Q1
Arunachal Pradesh,2020,1,East Kameng,1962,2020-Q1
Arunachal Pradesh,2020,1,Lohit,8454,2020-Q1
Arunachal Pradesh,2020,1,Lepa Rada,1532,2020-Q1
Arunachal Pradesh,2020,1,Lower Dibang Valley,4650,2020-Q1
Arunachal Pradesh,2020,1,Longding,2201,2020-Q1
Arunachal Pradesh,2020,1,West Siang,5757,2020-Q1
Arunachal Pradesh,2020,1,Kamle,373,2020-Q1
Arunachal Pradesh,2020,1,Upper Siang,2143,2020-Q1
Arunachal Pradesh,2020,1,Kurung Kumey,725,2020-Q1
Arunachal Pradesh,2020,1,Siang,1390,2020-Q1
Arunachal Pradesh,2020,1,Kra Daadi,701,2020-Q1
Arunachal Pradesh,2020,1,Changlang,11262,2020-Q1
Arunachal Pradesh,2020,1,Pakke Kessang,371,2020-Q1
Arunachal Pradesh,2020,1,East Siang,11298,2020-Q1
Arunachal Pradesh,2020,1,Upper Subansiri,3675,2020-Q1
Arunachal Pradesh,2020,1,Tawang,8048,2020-Q1
Arunachal Pradesh,2020,1,Namsai,6029,2020-Q1
Arunachal Pradesh,2020,2,Lower Subansiri,5392,2020-Q2
Arunachal Pradesh,2020,2,Tirap,5239,2020-Q2
Arunachal Pradesh,2020,2,Papum Pare,59968,2020-Q2
Arunachal Pradesh,2020,2,Anjaw,1961,2020-Q2
Arunachal Pradesh,2020,2,Lower Siang,2644,2020-Q2
Arunachal Pradesh,2020,2,Dibang Valley,367,2020-Q2
Arunachal Pradesh,2020,2,West Kameng,15766,2020-Q2
Arunachal Pradesh,2020,2,Shi Yomi,320,2020-Q2
Arunachal Pradesh,2020,2,East Kameng,2506,2020-Q2
Arunachal Pradesh,2020,2,Lohit,10154,2020-Q2
Arunachal Pradesh,2020,2,Lepa Rada,1890,2020-Q2
Arunachal Pradesh,2020,2,Lower Dibang Valley,5782,2020-Q2
Arunachal Pradesh,2020,2,Longding,2751,2020-Q2
Arunachal Pradesh,2020,2,West Siang,7239,2020-Q2
Arunachal Pradesh,2020,2,Kamle,509,2020-Q2
Arunachal Pradesh,2020,2,Upper Siang,2552,2020-Q2
Arunachal Pradesh,2020,2,Kurung Kumey,834,2020-Q2
Arunachal Pradesh,2020,2,Siang,1831,2020-Q2
Arunachal Pradesh,2020,2,Kra Daadi,870,2020-Q2
Arunachal Pradesh,2020,2,Changlang,14036,2020-Q2
Arunachal Pradesh,2020,2,Pakke Kessang,438,2020-Q2
Arunachal Pradesh,2020,2,East Siang,13601,2020-Q2
Arunachal Pradesh,2020,2,Upper Subansiri,4465,2020-Q2
Arunachal Pradesh,2020,2,Tawang,8993,2020-Q2
Arunachal Pradesh,2020,2,Namsai,7426,2020-Q2
Arunachal Pradesh,2020,3,Lower Subansiri,6456,2020-Q3
Arunachal Pradesh,2020,3,Tirap,6119,2020-Q3
Arunachal Pradesh,2020,3,Papum Pare,69419,2020-Q3
Arunachal Pradesh,2020,3,Anjaw,2226,2020-Q3
Arunachal Pradesh,2020,3,Lower Siang,2983,2020-Q3
Arunachal Pradesh,2020,3,Dibang Valley,411,2020-Q3
Arunachal Pradesh,2020,3,West Kameng,17636,2020-Q3
Arunachal Pradesh,2020,3,Shi Yomi,337,2020-Q3
Arunachal Pradesh,2020,3,East Kameng,3169,2020-Q3
Arunachal Pradesh,2020,3,Lohit,11755,2020-Q3
Arunachal Pradesh,2020,3,Lepa Rada,2304,2020-Q3
Arunachal Pradesh,2020,3,Lower Dibang Valley,6799,2020-Q3
Arunachal Pradesh,2020,3,Longding,3277,2020-Q3
Arunachal Pradesh,2020,3,West Siang,8623,2020-Q3
Arunachal Pradesh,2020,3,Kamle,639,2020-Q3
Arunachal Pradesh,2020,3,Upper Siang,3011,2020-Q3
Arunachal Pradesh,2020,3,Kurung Kumey,1025,2020-Q3
Arunachal Pradesh,2020,3,Siang,2225,2020-Q3
Arunachal Pradesh,2020,3,Kra Daadi,1026,2020-Q3
Arunachal Pradesh,2020,3,Changlang,16385,2020-Q3
Arunachal Pradesh,2020,3,Pakke Kessang,508,2020-Q3
Arunachal Pradesh,2020,3,East Siang,15921,2020-Q3
Arunachal Pradesh,2020,3,Upper Subansiri,5295,2020-Q3
Arunachal Pradesh,2020,3,Tawang,9944,2020-Q3
Arunachal Pradesh,2020,3,Namsai,8553,2020-Q3
Arunachal Pradesh,2020,4,Lower Subansiri,7388,2020-Q4
Arunachal Pradesh,2020,4,Tirap,6805,2020-Q4
Arunachal Pradesh,2020,4,Papum Pare,77936,2020-Q4
Arunachal Pradesh,2020,4,Anjaw,2485,2020-Q4
Arunachal Pradesh,2020,4,Lower Siang,3320,2020-Q4
Arunachal Pradesh,2020,4,Dibang Valley,444,2020-Q4
Arunachal Pradesh,2020,4,West Kameng,19464,2020-Q4
Arunachal Pradesh,2020,4,Shi Yomi,370,2020-Q4
Arunachal Pradesh,2020,4,East Kameng,3638,2020-Q4
Arunachal Pradesh,2020,4,Lohit,13126,2020-Q4
Arunachal Pradesh,2020,4,Lepa Rada,2735,2020-Q4
Arunachal Pradesh,2020,4,Lower Dibang Valley,7693,2020-Q4
Arunachal Pradesh,2020,4,Longding,3753,2020-Q4
Arunachal Pradesh,2020,4,West Siang,9911,2020-Q4
Arunachal Pradesh,2020,4,Kamle,745,2020-Q4
Arunachal Pradesh,2020,4,Upper Siang,3497,2020-Q4
Arunachal Pradesh,2020,4,Kurung Kumey,1173,2020-Q4
Arunachal Pradesh,2020,4,Siang,2635,2020-Q4
Arunachal Pradesh,2020,4,Kra Daadi,1141,2020-Q4
Arunachal Pradesh,2020,4,Changlang,18203,2020-Q4
Arunachal Pradesh,2020,4,Pakke Kessang,593,2020-Q4
Arunachal Pradesh,2020,4,East Siang,17822,2020-Q4
Arunachal Pradesh,2020,4,Upper Subansiri,6069,2020-Q4
Arunachal Pradesh,2020,4,Tawang,10909,2020-Q4
Arunachal Pradesh,2020,4,Namsai,9437,2020-Q4
Arunachal Pradesh,2021,1,Lower Subansiri,8044,2021-Q1
Arunachal Pradesh,2021,1,Tirap,7376,2021-Q1
Arunachal Pradesh,2021,1,Papum Pare,84715,2021-Q1
Arunachal Pradesh,2021,1,Anjaw,2660,2021-Q1
Arunachal Pradesh,2021,1,Lower Siang,3594,2021-Q1
Arunachal Pradesh,2021,1,Dibang Valley,478,2021-Q1
Arunachal Pradesh,2021,1,West Kameng,21027,2021-Q1
Arunachal Pradesh,2021,1,Shi Yomi,390,2021-Q1
Arunachal Pradesh,2021,1,East Kameng,3990,2021-Q1
Arunachal Pradesh,2021,1,Lohit,14231,2021-Q1
Arunachal Pradesh,2021,1,Lepa Rada,3008,2021-Q1
Arunachal Pradesh,2021,1,Lower Dibang Valley,8402,2021-Q1
Arunachal Pradesh,2021,1,Longding,4117,2021-Q1
Arunachal Pradesh,2021,1,West Siang,10836,2021-Q1
Arunachal Pradesh,2021,1,Kamle,814,2021-Q1
Arunachal Pradesh,2021,1,Upper Siang,3847,2021-Q1
Arunachal Pradesh,2021,1,Kurung Kumey,1287,2021-Q1
Arunachal Pradesh,2021,1,Siang,2878,2021-Q1
Arunachal Pradesh,2021,1,Kra Daadi,1244,2021-Q1
Arunachal Pradesh,2021,1,Changlang,19716,2021-Q1
Arunachal Pradesh,2021,1,Pakke Kessang,647,2021-Q1
Arunachal Pradesh,2021,1,East Siang,19342,2021-Q1
Arunachal Pradesh,2021,1,Upper Subansiri,6577,2021-Q1
Arunachal Pradesh,2021,1,Tawang,11778,2021-Q1
Arunachal Pradesh,2021,1,Namsai,10242,2021-Q1
Arunachal Pradesh,2021,2,Lower Subansiri,8685,2021-Q2
Arunachal Pradesh,2021,2,Tirap,7955,2021-Q2
Arunachal Pradesh,2021,2,Papum Pare,90871,2021-Q2
Arunachal Pradesh,2021,2,Anjaw,2866,2021-Q2
Arunachal Pradesh,2021,2,Lower Siang,3872,2021-Q2
Arunachal Pradesh,2021,2,Dibang Valley,516,2021-Q2
Arunachal Pradesh,2021,2,West Kameng,22625,2021-Q2
Arunachal Pradesh,2021,2,Shi Yomi,430,2021-Q2
Arunachal Pradesh,2021,2,East Kameng,4314,2021-Q2
Arunachal Pradesh,2021,2,Lohit,15360,2021-Q2
Arunachal Pradesh,2021,2,Lepa Rada,3249,2021-Q2
Arunachal Pradesh,2021,2,Lower Dibang Valley,9094,2021-Q2
Arunachal Pradesh,2021,2,Longding,4456,2021-Q2
Arunachal Pradesh,2021,2,West Siang,11657,2021-Q2
Arunachal Pradesh,2021,2,Kamle,883,2021-Q2
Arunachal Pradesh,2021,2,Upper Siang,4145,2021-Q2
Arunachal Pradesh,2021,2,Kurung Kumey,1398,2021-Q2
Arunachal Pradesh,2021,2,Siang,3116,2021-Q2
Arunachal Pradesh,2021,2,Kra Daadi,1353,2021-Q2
Arunachal Pradesh,2021,2,Changlang,21404,2021-Q2
Arunachal Pradesh,2021,2,Pakke Kessang,702,2021-Q2
Arunachal Pradesh,2021,2,East Siang,20817,2021-Q2
Arunachal Pradesh,2021,2,Upper Subansiri,7057,2021-Q2
Arunachal Pradesh,2021,2,Tawang,12636,2021-Q2
Arunachal Pradesh,2021,2,Namsai,11111,2021-Q2
Arunachal Pradesh,2021,3,Lower Subansiri,9451,2021-Q3
Arunachal Pradesh,2021,3,Tirap,8665,2021-Q3
Arunachal Pradesh,2021,3,Papum Pare,97854,2021-Q3
Arunachal Pradesh,2021,3,Anjaw,3099,2021-Q3
Arunachal Pradesh,2021,3,Lower Siang,4229,2021-Q3
Arunachal Pradesh,2021,3,Dibang Valley,571,2021-Q3
Arunachal Pradesh,2021,3,West Kameng,24489,2021-Q3
Arunachal Pradesh,2021,3,Shi Yomi,473,2021-Q3
Arunachal Pradesh,2021,3,East Kameng,4671,2021-Q3
Arunachal Pradesh,2021,3,Lohit,16680,2021-Q3
Arunachal Pradesh,2021,3,Lepa Rada,3527,2021-Q3
Arunachal Pradesh,2021,3,Lower Dibang Valley,9920,2021-Q3
Arunachal Pradesh,2021,3,Longding,4890,2021-Q3
Arunachal Pradesh,2021,3,West Siang,12616,2021-Q3
Arunachal Pradesh,2021,3,Kamle,974,2021-Q3
Arunachal Pradesh,2021,3,Upper Siang,4506,2021-Q3
Arunachal Pradesh,2021,3,Kurung Kumey,1509,2021-Q3
Arunachal Pradesh,2021,3,Siang,3396,2021-Q3
Arunachal Pradesh,2021,3,Kra Daadi,1475,2021-Q3
Arunachal Pradesh,2021,3,Changlang,23328,2021-Q3
Arunachal Pradesh,2021,3,Pakke Kessang,770,2021-Q3
Arunachal Pradesh,2021,3,East Siang,22538,2021-Q3
Arunachal Pradesh,2021,3,Upper Subansiri,7652,2021-Q3
Arunachal Pradesh,2021,3,Tawang,13650,2021-Q3
Arunachal Pradesh,2021,3,Namsai,12140,2021-Q3
Arunachal Pradesh,2021,4,Lower Subansiri,10187,2021-Q4
Arunachal Pradesh,2021,4,Tirap,9331,2021-Q4
Arunachal Pradesh,2021,4,Papum Pare,104806,2021-Q4
Arunachal Pradesh,2021,4,Anjaw,3342,2021-Q4
Arunachal Pradesh,2021,4,Lower Siang,4550,2021-Q4
Arunachal Pradesh,2021,4,Dibang Valley,621,2021-Q4
Arunachal Pradesh,2021,4,West Kameng,26237,2021-Q4
Arunachal Pradesh,2021,4,Shi Yomi,498,2021-Q4
Arunachal Pradesh,2021,4,East Kameng,5027,2021-Q4
Arunachal Pradesh,2021,4,Lohit,17980,2021-Q4
Arunachal Pradesh,2021,4,Lepa Rada,3810,2021-Q4
Arunachal Pradesh,2021,4,Lower Dibang Valley,10679,2021-Q4
Arunachal Pradesh,2021,4,Longding,5345,2021-Q4
Arunachal Pradesh,2021,4,West Siang,13555,2021-Q4
Arunachal Pradesh,2021,4,Kamle,1069,2021-Q4
Arunachal Pradesh,2021,4,Upper Siang,4850,2021-Q4
Arunachal Pradesh,2021,4,Kurung Kumey,1633,2021-Q4
Arunachal Pradesh,2021,4,Siang,3675,2021-Q4
Arunachal Pradesh,2021,4,Kra Daadi,1593,2021-Q4
Arunachal Pradesh,2021,4,Changlang,25155,2021-Q4
Arunachal Pradesh,2021,4,Pakke Kessang,835,2021-Q4
Arunachal Pradesh,2021,4,East Siang,24208,2021-Q4
Arunachal Pradesh,2021,4,Upper Subansiri,8201,2021-Q4
Arunachal Pradesh,2021,4,Tawang,14665,2021-Q4
Arunachal Pradesh,2021,4,Namsai,13092,2021-Q4
Arunachal Pradesh,2022,1,Lower Subansiri,10854,2022-Q1
Arunachal Pradesh,2022,1,Tirap,9972,2022-Q1
Arunachal Pradesh,2022,1,Papum Pare,111271,2022-Q1
Arunachal Pradesh,2022,1,Anjaw,3560,2022-Q1
Arunachal Pradesh,2022,1,Lower Siang,4882,2022-Q1
Arunachal Pradesh,2022,1,Dibang Valley,656,2022-Q1
Arunachal Pradesh,2022,1,West Kameng,27860,2022-Q1
Arunachal Pradesh,2022,1,Shi Yomi,540,2022-Q1
Arunachal Pradesh,2022,1,East Kameng,5355,2022-Q1
Arunachal Pradesh,2022,1,Lohit,19214,2022-Q1
Arunachal Pradesh,2022,1,Lepa Rada,4049,2022-Q1
Arunachal Pradesh,2022,1,Lower Dibang Valley,11401,2022-Q1
Arunachal Pradesh,2022,1,Longding,5700,2022-Q1
Arunachal Pradesh,2022,1,West Siang,14420,2022-Q1
Arunachal Pradesh,2022,1,Kamle,1144,2022-Q1
Arunachal Pradesh,2022,1,Upper Siang,5146,2022-Q1
Arunachal Pradesh,2022,1,Kurung Kumey,1744,2022-Q1
Arunachal Pradesh,2022,1,Siang,3942,2022-Q1
Arunachal Pradesh,2022,1,Kra Daadi,1701,2022-Q1
Arunachal Pradesh,2022,1,Changlang,26904,2022-Q1
Arunachal Pradesh,2022,1,Pakke Kessang,887,2022-Q1
Arunachal Pradesh,2022,1,East Siang,25763,2022-Q1
Arunachal Pradesh,2022,1,Upper Subansiri,8731,2022-Q1
Arunachal Pradesh,2022,1,Tawang,15589,2022-Q1
Arunachal Pradesh,2022,1,Namsai,14054,2022-Q1
Arunachal Pradesh,2022,2,Lower Subansiri,11479,2022-Q2
Arunachal Pradesh,2022,2,Tirap,10538,2022-Q2
Arunachal Pradesh,2022,2,Papum Pare,117568,2022-Q2
Arunachal Pradesh,2022,2,Anjaw,3769,2022-Q2
Arunachal Pradesh,2022,2,Lower Siang,5161,2022-Q2
Arunachal Pradesh,2022,2,Dibang Valley,701,2022-Q2
Arunachal Pradesh,2022,2,West Kameng,29424,2022-Q2
Arunachal Pradesh,2022,2,Shi Yomi,575,2022-Q2
Arunachal Pradesh,2022,2,East Kameng,5680,2022-Q2
Arunachal Pradesh,2022,2,Lohit,20325,2022-Q2
Arunachal Pradesh,2022,2,Lepa Rada,4265,2022-Q2
Arunachal Pradesh,2022,2,Lower Dibang Valley,12040,2022-Q2
Arunachal Pradesh,2022,2,Longding,6034,2022-Q2
Arunachal Pradesh,2022,2,West Siang,15231,2022-Q2
Arunachal Pradesh,2022,2,Kamle,1210,2022-Q2
Arunachal Pradesh,2022,2,Upper Siang,5440,2022-Q2
Arunachal Pradesh,2022,2,Kurung Kumey,1854,2022-Q2
Arunachal Pradesh,2022,2,Siang,4160,2022-Q2
Arunachal Pradesh,2022,2,Kra Daadi,1797,2022-Q2
Arunachal Pradesh,2022,2,Changlang,28495,2022-Q2
Arunachal Pradesh,2022,2,Pakke Kessang,945,2022-Q2
Arunachal Pradesh,2022,2,East Siang,27240,2022-Q2
Arunachal Pradesh,2022,2,Upper Subansiri,9235,2022-Q2
Arunachal Pradesh,2022,2,Tawang,16475,2022-Q2
Arunachal Pradesh,2022,2,Namsai,14887,2022-Q2
Arunachal Pradesh,2022,3,Lower Subansiri,12085,2022-Q3
Arunachal Pradesh,2022,3,Tirap,11115,2022-Q3
Arunachal Pradesh,2022,3,Papum Pare,124095,2022-Q3
Arunachal Pradesh,2022,3,Anjaw,3966,2022-Q3
Arunachal Pradesh,2022,3,Lower Siang,5436,2022-Q3
Arunachal Pradesh,2022,3,Dibang Valley,740,2022-Q3
Arunachal Pradesh,2022,3,West Kameng,30964,2022-Q3
Arunachal Pradesh,2022,3,Shi Yomi,598,2022-Q3
Arunachal Pradesh,2022,3,East Kameng,5997,2022-Q3
Arunachal Pradesh,2022,3,Lohit,21385,2022-Q3
Arunachal Pradesh,2022,3,Lepa Rada,4510,2022-Q3
Arunachal Pradesh,2022,3,Lower Dibang Valley,12668,2022-Q3
Arunachal Pradesh,2022,3,Longding,6321,2022-Q3
Arunachal Pradesh,2022,3,West Siang,16063,2022-Q3
Arunachal Pradesh,2022,3,Kamle,1262,2022-Q3
Arunachal Pradesh,2022,3,Upper Siang,5690,2022-Q3
Arunachal Pradesh,2022,3,Kurung Kumey,1936,2022-Q3
Arunachal Pradesh,2022,3,Siang,4369,2022-Q3
Arunachal Pradesh,2022,3,Kra Daadi,1893,2022-Q3
Arunachal Pradesh,2022,3,Changlang,29965,2022-Q3
Arunachal Pradesh,2022,3,Pakke Kessang,980,2022-Q3
Arunachal Pradesh,2022,3,East Siang,28698,2022-Q3
Arunachal Pradesh,2022,3,Upper Subansiri,9713,2022-Q3
Arunachal Pradesh,2022,3,Tawang,17281,2022-Q3
Arunachal Pradesh,2022,3,Namsai,15642,2022-Q3
Arunachal Pradesh,2022,4,Lower Subansiri,12630,2022-Q4
Arunachal Pradesh,2022,4,Tirap,11584,2022-Q4
Arunachal Pradesh,2022,4,Papum Pare,130306,2022-Q4
Arunachal Pradesh,2022,4,Anjaw,4105,2022-Q4
Arunachal Pradesh,2022,4,Lower Siang,5633,2022-Q4
Arunachal Pradesh,2022,4,Dibang Valley,752,2022-Q4
Arunachal Pradesh,2022,4,West Kameng,32237,2022-Q4
Arunachal Pradesh,2022,4,Shi Yomi,615,2022-Q4
Arunachal Pradesh,2022,4,East Kameng,6307,2022-Q4
Arunachal Pradesh,2022,4,Lohit,22359,2022-Q4
Arunachal Pradesh,2022,4,Lepa Rada,4730,2022-Q4
Arunachal Pradesh,2022,4,Lower Dibang Valley,13188,2022-Q4
Arunachal Pradesh,2022,4,Longding,6590,2022-Q4
Arunachal Pradesh,2022,4,West Siang,16816,2022-Q4
Arunachal Pradesh,2022,4,Kamle,1301,2022-Q4
Arunachal Pradesh,2022,4,Upper Siang,5930,2022-Q4
Arunachal Pradesh,2022,4,Kurung Kumey,2008,2022-Q4
Arunachal Pradesh,2022,4,Siang,4500,2022-Q4
Arunachal Pradesh,2022,4,Kra Daadi,1960,2022-Q4
Arunachal Pradesh,2022,4,Changlang,31196,2022-Q4
Arunachal Pradesh,2022,4,Pakke Kessang,1013,2022-Q4
Arunachal Pradesh,2022,4,East Siang,30033,2022-Q4
Arunachal Pradesh,2022,4,Upper Subansiri,10189,2022-Q4
Arunachal Pradesh,2022,4,Tawang,18003,2022-Q4
Arunachal Pradesh,2022,4,Namsai,16322,2022-Q4
Assam,2018,1,Tinsukia,15998,2018-Q1
Assam,2018,1,Lakhimpur,8143,2018-Q1
Assam,2018,1,Kamrup,15241,2018-Q1
Assam,2018,1,Kokrajhar,6566,2018-Q1
Assam,2018,1,Karbi Anglong,5694,2018-Q1
Assam,2018,1,Sivasagar,8292,2018-Q1
Assam,2018,1,Dibrugarh,21182,2018-Q1
Assam,2018,1,South Salmara Mancachar,2420,2018-Q1
Assam,2018,1,Nagaon,19619,2018-Q1
Assam,2018,1,Dhubri,11421,2018-Q1
Assam,2018,1,Golaghat,10102,2018-Q1
Assam,2018,1,Udalguri,4768,2018-Q1
Assam,2018,1,Majuli,1274,2018-Q1
Assam,2018,1,Sonitpur,18986,2018-Q1
Assam,2018,1,Hojai,7571,2018-Q1
Assam,2018,1,Marigaon,7193,2018-Q1
Assam,2018,1,Chirang,3487,2018-Q1
Assam,2018,1,Cachar,19567,2018-Q1
Assam,2018,1,Nalbari,6874,2018-Q1
Assam,2018,1,West Karbi Anglong,835,2018-Q1
Assam,2018,1,Dhemaji,6623,2018-Q1
Assam,2018,1,Karimganj,7367,2018-Q1
Assam,2018,1,Bongaigaon,9724,2018-Q1
Assam,2018,1,Dima Hasao,2245,2018-Q1
Assam,2018,1,Baksa,6082,2018-Q1
Assam,2018,1,Charaideo,4366,2018-Q1
Assam,2018,1,Darrang,8050,2018-Q1
Assam,2018,1,Kamrup Metropolitan,87336,2018-Q1
Assam,2018,1,Hailakandi,5700,2018-Q1
Assam,2018,1,Barpeta,20485,2018-Q1
Assam,2018,1,Goalpara,10420,2018-Q1
Assam,2018,1,Biswanath,5164,2018-Q1
Assam,2018,1,Jorhat,16442,2018-Q1
Assam,2018,2,Tinsukia,23900,2018-Q2
Assam,2018,2,Lakhimpur,12719,2018-Q2
Assam,2018,2,Kamrup,23595,2018-Q2
Assam,2018,2,Kokrajhar,9480,2018-Q2
Assam,2018,2,Karbi Anglong,8725,2018-Q2
Assam,2018,2,Sivasagar,12596,2018-Q2
Assam,2018,2,Dibrugarh,30527,2018-Q2
Assam,2018,2,South Salmara Mancachar,3557,2018-Q2
Assam,2018,2,Nagaon,29412,2018-Q2
Assam,2018,2,Dhubri,16701,2018-Q2
Assam,2018,2,Golaghat,15237,2018-Q2
Assam,2018,2,Udalguri,7691,2018-Q2
Assam,2018,2,Majuli,1927,2018-Q2
Assam,2018,2,Sonitpur,28409,2018-Q2
Assam,2018,2,Hojai,10903,2018-Q2
