State,Year,Quarter,District,Registered_Users,YearQuarter
Arunachal Pradesh,2022,1,Lower Dibang Valley,11401,2022-Q1
Arunachal Pradesh,2022,1,Lower Subansiri,10854,2022-Q1
Arunachal Pradesh,2022,2,Papum Pare,117568,2022-Q2
Arunachal Pradesh,2022,2,West Kameng,29424,2022-Q2
Arunachal Pradesh,2022,2,Changlang,28495,2022-Q2
Arunachal Pradesh,2022,2,East Siang,27240,2022-Q2
Arunachal Pradesh,2022,2,Lohit,20325,2022-Q2
Arunachal Pradesh,2022,2,Tawang,16475,2022-Q2
Arunachal Pradesh,2022,2,West Siang,15231,2022-Q2
Arunachal Pradesh,2022,2,Namsai,14887,2022-Q2
Arunachal Pradesh,2022,2,Lower Dibang Valley,12040,2022-Q2
Arunachal Pradesh,2022,2,Lower Subansiri,11479,2022-Q2
Arunachal Pradesh,2022,3,Papum Pare,124095,2022-Q3
Arunachal Pradesh,2022,3,West Kameng,30964,2022-Q3
Arunachal Pradesh,2022,3,Changlang,29965,2022-Q3
Arunachal Pradesh,2022,3,East Siang,28698,2022-Q3
Arunachal Pradesh,2022,3,Lohit,21385,2022-Q3
Arunachal Pradesh,2022,3,Tawang,17281,2022-Q3
Arunachal Pradesh,2022,3,West Siang,16063,2022-Q3
Arunachal Pradesh,2022,3,Namsai,15642,2022-Q3
Arunachal Pradesh,2022,3,Lower Dibang Valley,12668,2022-Q3
Arunachal Pradesh,2022,3,Lower Subansiri,12085,2022-Q3
Arunachal Pradesh,2022,4,Papum Pare,130306,2022-Q4
Arunachal Pradesh,2022,4,West Kameng,32237,2022-Q4
Arunachal Pradesh,2022,4,Changlang,31196,2022-Q4
Arunachal Pradesh,2022,4,East Siang,30033,2022-Q4
Arunachal Pradesh,2022,4,Lohit,22359,2022-Q4
Arunachal Pradesh,2022,4,Tawang,18003,2022-Q4
Arunachal Pradesh,2022,4,West Siang,16816,2022-Q4
Arunachal Pradesh,2022,4,Namsai,16322,2022-Q4
Arunachal Pradesh,2022,4,Lower Dibang Valley,13188,2022-Q4
Arunachal Pradesh,2022,4,Lower Subansiri,12630,2022-Q4
Assam,2018,1,Kamrup Metropolitan,87336,2018-Q1
Assam,2018,1,Dibrugarh,21182,2018-Q1
Assam,2018,1,Barpeta,20485,2018-Q1
Assam,2018,1,Nagaon,19619,2018-Q1
Assam,2018,1,Cachar,19567,2018-Q1
Assam,2018,1,Sonitpur,18986,2018-Q1
Assam,2018,1,Jorhat,16442,2018-Q1
Assam,2018,1,Tinsukia,15998,2018-Q1
Assam,2018,1,Kamrup,15241,2018-Q1
Assam,2018,1,Dhubri,11421,2018-Q1
Assam,2018,2,Kamrup Metropolitan,124720,2018-Q2
Assam,2018,2,Dibrugarh,30527,2018-Q2
Assam,2018,2,Barpeta,29882,2018-Q2
Assam,2018,2,Nagaon,29412,2018-Q2
Assam,2018,2,Cachar,29381,2018-Q2
Assam,2018,2,Sonitpur,28409,2018-Q2
Assam,2018,2,Tinsukia,23900,2018-Q2
Assam,2018,2,Jorhat,23683,2018-Q2
Assam,2018,2,Kamrup,23595,2018-Q2
Assam,2018,2,Dhubri,16701,2018-Q2
Assam,2018,3,Kamrup Metropolitan,164101,2018-Q3
Assam,2018,3,Barpeta,41158,2018-Q3
Assam,2018,3,Cachar,40888,2018-Q3
Assam,2018,3,Dibrugarh,40711,2018-Q3
Assam,2018,3,Nagaon,40687,2018-Q3
Assam,2018,3,Sonitpur,38797,2018-Q3
Assam,2018,3,Kamrup,33197,2018-Q3
Assam,2018,3,Tinsukia,32870,2018-Q3
Assam,2018,3,Jorhat,32134,2018-Q3
Assam,2018,3,Dhubri,22705,2018-Q3
Assam,2018,4,Kamrup Metropolitan,214212,2018-Q4
Assam,2018,4,Barpeta,55068,2018-Q4
Assam,2018,4,Nagaon,54395,2018-Q4
Assam,2018,4,Cachar,53209,2018-Q4
Assam,2018,4,Dibrugarh,52539,2018-Q4
Assam,2018,4,Sonitpur,51420,2018-Q4
Assam,2018,4,Kamrup,44868,2018-Q4
Assam,2018,4,Tinsukia,42624,2018-Q4
Assam,2018,4,Jorhat,41100,2018-Q4
Assam,2018,4,Dhubri,30132,2018-Q4
Assam,2019,1,Kamrup Metropolitan,255112,2019-Q1
Assam,2019,1,Barpeta,67729,2019-Q1
Assam,2019,1,Nagaon,66306,2019-Q1
Assam,2019,1,Cachar,64241,2019-Q1
Assam,2019,1,Dibrugarh,62656,2019-Q1
Assam,2019,1,Sonitpur,62218,2019-Q1
Assam,2019,1,Kamrup,54910,2019-Q1
Assam,2019,1,Tinsukia,51108,2019-Q1
Assam,2019,1,Jorhat,48594,2019-Q1
Assam,2019,1,Dhubri,36652,2019-Q1
Assam,2019,2,Kamrup Metropolitan,299219,2019-Q2
Assam,2019,2,Barpeta,80544,2019-Q2
Assam,2019,2,Nagaon,79322,2019-Q2
Assam,2019,2,Cachar,76533,2019-Q2
Assam,2019,2,Dibrugarh,74342,2019-Q2
Assam,2019,2,Sonitpur,73717,2019-Q2
Assam,2019,2,Kamrup,65883,2019-Q2
Assam,2019,2,Tinsukia,60548,2019-Q2
Assam,2019,2,Jorhat,56713,2019-Q2
Assam,2019,2,Dhubri,43396,2019-Q2
Assam,2019,3,Kamrup Metropolitan,340588,2019-Q3
Assam,2019,3,Nagaon,100993,2019-Q3
Assam,2019,3,Barpeta,92001,2019-Q3
Assam,2019,3,Cachar,88048,2019-Q3
Assam,2019,3,Dibrugarh,84029,2019-Q3
Assam,2019,3,Sonitpur,83930,2019-Q3
Assam,2019,3,Kamrup,75174,2019-Q3
Assam,2019,3,Tinsukia,68999,2019-Q3
Assam,2019,3,Jorhat,63858,2019-Q3
Assam,2019,3,Dhubri,48953,2019-Q3
Assam,2019,4,Kamrup Metropolitan,373761,2019-Q4
Assam,2019,4,Nagaon,114296,2019-Q4
Assam,2019,4,Barpeta,103248,2019-Q4
Assam,2019,4,Cachar,98890,2019-Q4
Assam,2019,4,Sonitpur,93662,2019-Q4
Assam,2019,4,Dibrugarh,93614,2019-Q4
Assam,2019,4,Kamrup,84609,2019-Q4
Assam,2019,4,Tinsukia,76944,2019-Q4
Assam,2019,4,Jorhat,70809,2019-Q4
Assam,2019,4,Golaghat,54950,2019-Q4
Assam,2020,1,Kamrup Metropolitan,412013,2020-Q1
Assam,2020,1,Nagaon,129371,2020-Q1
Assam,2020,1,Barpeta,116286,2020-Q1
Assam,2020,1,Cachar,111470,2020-Q1
Assam,2020,1,Sonitpur,105050,2020-Q1
Assam,2020,1,Dibrugarh,104663,2020-Q1
Assam,2020,1,Kamrup,95973,2020-Q1
Assam,2020,1,Tinsukia,86763,2020-Q1
Assam,2020,1,Jorhat,78731,2020-Q1
Assam,2020,1,Dhubri,62477,2020-Q1
Assam,2020,2,Kamrup Metropolitan,457023,2020-Q2
Assam,2020,2,Nagaon,151932,2020-Q2
Assam,2020,2,Barpeta,135525,2020-Q2
Assam,2020,2,Cachar,129067,2020-Q2
Assam,2020,2,Sonitpur,121435,2020-Q2
Assam,2020,2,Dibrugarh,121028,2020-Q2
Assam,2020,2,Kamrup,112992,2020-Q2
Assam,2020,2,Tinsukia,101864,2020-Q2
Assam,2020,2,Jorhat,90601,2020-Q2
Assam,2020,2,Dhubri,76285,2020-Q2
Assam,2020,3,Kamrup Metropolitan,499403,2020-Q3
Assam,2020,3,Nagaon,168903,2020-Q3
Assam,2020,3,Barpeta,150166,2020-Q3
Assam,2020,3,Cachar,143851,2020-Q3
Assam,2020,3,Dibrugarh,134339,2020-Q3
Assam,2020,3,Sonitpur,134006,2020-Q3
Assam,2020,3,Kamrup,124944,2020-Q3
Assam,2020,3,Tinsukia,113239,2020-Q3
Assam,2020,3,Jorhat,99517,2020-Q3
Assam,2020,3,Dhubri,84816,2020-Q3
Assam,2020,4,Kamrup Metropolitan,546458,2020-Q4
Assam,2020,4,Nagaon,185101,2020-Q4
Assam,2020,4,Barpeta,164341,2020-Q4
Assam,2020,4,Cachar,158821,2020-Q4
Assam,2020,4,Dibrugarh,147001,2020-Q4
Assam,2020,4,Sonitpur,146796,2020-Q4
Assam,2020,4,Kamrup,136799,2020-Q4
Assam,2020,4,Tinsukia,124067,2020-Q4
Assam,2020,4,Jorhat,108380,2020-Q4
Assam,2020,4,Dhubri,93699,2020-Q4
Assam,2021,1,Kamrup Metropolitan,589688,2021-Q1
Assam,2021,1,Nagaon,200243,2021-Q1
Assam,2021,1,Barpeta,177789,2021-Q1
Assam,2021,1,Cachar,172056,2021-Q1
Assam,2021,1,Sonitpur,158555,2021-Q1
Assam,2021,1,Dibrugarh,158509,2021-Q1
Assam,2021,1,Kamrup,147671,2021-Q1
Assam,2021,1,Tinsukia,134067,2021-Q1
Assam,2021,1,Jorhat,116616,2021-Q1
Assam,2021,1,Dhubri,101643,2021-Q1
Assam,2021,2,Kamrup Metropolitan,630676,2021-Q2
Assam,2021,2,Nagaon,215750,2021-Q2
Assam,2021,2,Barpeta,191700,2021-Q2
Assam,2021,2,Cachar,185350,2021-Q2
Assam,2021,2,Dibrugarh,170604,2021-Q2
Assam,2021,2,Sonitpur,170519,2021-Q2
Assam,2021,2,Kamrup,159018,2021-Q2
Assam,2021,2,Tinsukia,144571,2021-Q2
Assam,2021,2,Jorhat,125247,2021-Q2
Assam,2021,2,Dhubri,109873,2021-Q2
Assam,2021,3,Kamrup Metropolitan,677223,2021-Q3
Assam,2021,3,Nagaon,233909,2021-Q3
Assam,2021,3,Barpeta,207997,2021-Q3
Assam,2021,3,Cachar,200721,2021-Q3
Assam,2021,3,Sonitpur,184448,2021-Q3
Assam,2021,3,Dibrugarh,184280,2021-Q3
Assam,2021,3,Kamrup,172652,2021-Q3
Assam,2021,3,Tinsukia,156657,2021-Q3
Assam,2021,3,Jorhat,135179,2021-Q3
Assam,2021,3,Dhubri,119554,2021-Q3
Assam,2021,4,Kamrup Metropolitan,723960,2021-Q4
Assam,2021,4,Nagaon,251340,2021-Q4
Assam,2021,4,Barpeta,223375,2021-Q4
Assam,2021,4,Cachar,215876,2021-Q4
Assam,2021,4,Sonitpur,198091,2021-Q4
Assam,2021,4,Dibrugarh,197521,2021-Q4
Assam,2021,4,Kamrup,185421,2021-Q4
Assam,2021,4,Tinsukia,168240,2021-Q4
Assam,2021,4,Jorhat,145111,2021-Q4
Assam,2021,4,Dhubri,128621,2021-Q4
Assam,2022,1,Kamrup Metropolitan,767859,2022-Q1
Assam,2022,1,Nagaon,268636,2022-Q1
Assam,2022,1,Barpeta,238871,2022-Q1
Assam,2022,1,Cachar,230089,2022-Q1
Assam,2022,1,Sonitpur,211236,2022-Q1
Assam,2022,1,Dibrugarh,210525,2022-Q1
Assam,2022,1,Kamrup,198189,2022-Q1
Assam,2022,1,Tinsukia,179301,2022-Q1
Assam,2022,1,Jorhat,154589,2022-Q1
Assam,2022,1,Dhubri,137698,2022-Q1
Assam,2022,2,Kamrup Metropolitan,810057,2022-Q2
Assam,2022,2,Nagaon,284558,2022-Q2
Assam,2022,2,Barpeta,253194,2022-Q2
Assam,2022,2,Cachar,243727,2022-Q2
Assam,2022,2,Sonitpur,223514,2022-Q2
Assam,2022,2,Dibrugarh,222494,2022-Q2
Assam,2022,2,Kamrup,210048,2022-Q2
Assam,2022,2,Tinsukia,189633,2022-Q2
Assam,2022,2,Jorhat,163307,2022-Q2
Assam,2022,2,Dhubri,146304,2022-Q2
Assam,2022,3,Kamrup Metropolitan,854019,2022-Q3
Assam,2022,3,Nagaon,300653,2022-Q3
Assam,2022,3,Barpeta,267667,2022-Q3
Assam,2022,3,Cachar,257370,2022-Q3
Assam,2022,3,Sonitpur,235752,2022-Q3
Assam,2022,3,Dibrugarh,234149,2022-Q3
Assam,2022,3,Kamrup,221721,2022-Q3
Assam,2022,3,Tinsukia,199942,2022-Q3
Assam,2022,3,Jorhat,171824,2022-Q3
Assam,2022,3,Dhubri,154896,2022-Q3
Assam,2022,4,Kamrup Metropolitan,897245,2022-Q4
Assam,2022,4,Nagaon,314901,2022-Q4
Assam,2022,4,Barpeta,280479,2022-Q4
Assam,2022,4,Cachar,269556,2022-Q4
Assam,2022,4,Sonitpur,246327,2022-Q4
Assam,2022,4,Dibrugarh,244755,2022-Q4
Assam,2022,4,Kamrup,231849,2022-Q4
Assam,2022,4,Tinsukia,209247,2022-Q4
Assam,2022,4,Jorhat,179437,2022-Q4
Assam,2022,4,Dhubri,162126,2022-Q4
Bihar,2018,1,Patna,425009,2018-Q1
Bihar,2018,1,Muzaffarpur,125298,2018-Q1
Bihar,2018,1,Gaya,91015,2018-Q1
Bihar,2018,1,Purbi Champaran,87561,2018-Q1
Bihar,2018,1,Samastipur,76068,2018-Q1
Bihar,2018,1,Bhagalpur,76063,2018-Q1
Bihar,2018,1,Nalanda,75201,2018-Q1
Bihar,2018,1,Darbhanga,74414,2018-Q1
Bihar,2018,1,Vaishali,67921,2018-Q1
Bihar,2018,1,Pashchim Champaran,67656,2018-Q1
Bihar,2018,2,Patna,568657,2018-Q2
Bihar,2018,2,Muzaffarpur,172315,2018-Q2
Bihar,2018,2,Gaya,126422,2018-Q2
Bihar,2018,2,Purbi Champaran,125890,2018-Q2
Bihar,2018,2,Samastipur,107143,2018-Q2
Bihar,2018,2,Bhagalpur,106461,2018-Q2
Bihar,2018,2,Darbhanga,105558,2018-Q2
Bihar,2018,2,Nalanda,104076,2018-Q2
Bihar,2018,2,Pashchim Champaran,97301,2018-Q2
Bihar,2018,2,Vaishali,96694,2018-Q2
Bihar,2018,3,Patna,684421,2018-Q3
Bihar,2018,3,Muzaffarpur,211519,2018-Q3
Bihar,2018,3,Purbi Champaran,162122,2018-Q3
Bihar,2018,3,Gaya,160375,2018-Q3
Bihar,2018,3,Samastipur,134680,2018-Q3
Bihar,2018,3,Darbhanga,132803,2018-Q3
Bihar,2018,3,Bhagalpur,131270,2018-Q3
Bihar,2018,3,Nalanda,128472,2018-Q3
Bihar,2018,3,Pashchim Champaran,124955,2018-Q3
Bihar,2018,3,Saran,123407,2018-Q3
Bihar,2018,4,Patna,826399,2018-Q4
Bihar,2018,4,Muzaffarpur,260789,2018-Q4
Bihar,2018,4,Purbi Champaran,206934,2018-Q4
Bihar,2018,4,Gaya,203926,2018-Q4
Bihar,2018,4,Samastipur,169774,2018-Q4
Bihar,2018,4,Darbhanga,167302,2018-Q4
Bihar,2018,4,Bhagalpur,164162,2018-Q4
Bihar,2018,4,Saran,161486,2018-Q4
Bihar,2018,4,Pashchim Champaran,161063,2018-Q4
Bihar,2018,4,Nalanda,160167,2018-Q4
Bihar,2019,1,Patna,964432,2019-Q1
Bihar,2019,1,Muzaffarpur,309416,2019-Q1
Bihar,2019,1,Purbi Champaran,252394,2019-Q1
Bihar,2019,1,Gaya,245773,2019-Q1
Bihar,2019,1,Samastipur,204544,2019-Q1
Bihar,2019,1,Darbhanga,202521,2019-Q1
Bihar,2019,1,Saran,197928,2019-Q1
Bihar,2019,1,Pashchim Champaran,197074,2019-Q1
Bihar,2019,1,Bhagalpur,195057,2019-Q1
Bihar,2019,1,Madhubani,195036,2019-Q1
Bihar,2019,2,Patna,1076012,2019-Q2
Bihar,2019,2,Muzaffarpur,353459,2019-Q2
Bihar,2019,2,Purbi Champaran,292711,2019-Q2
Bihar,2019,2,Gaya,281107,2019-Q2
Bihar,2019,2,Samastipur,234046,2019-Q2
Bihar,2019,2,Darbhanga,232722,2019-Q2
Bihar,2019,2,Saran,230068,2019-Q2
Bihar,2019,2,Pashchim Champaran,227901,2019-Q2
Bihar,2019,2,Madhubani,226202,2019-Q2
Bihar,2019,2,Bhagalpur,223725,2019-Q2
Bihar,2019,3,Patna,1180262,2019-Q3
Bihar,2019,3,Muzaffarpur,396343,2019-Q3
Bihar,2019,3,Purbi Champaran,330361,2019-Q3
Bihar,2019,3,Gaya,315649,2019-Q3
Bihar,2019,3,Samastipur,262875,2019-Q3
Bihar,2019,3,Darbhanga,262421,2019-Q3
Bihar,2019,3,Saran,260966,2019-Q3
Bihar,2019,3,Pashchim Champaran,256491,2019-Q3
Bihar,2019,3,Madhubani,255761,2019-Q3
Bihar,2019,3,Bhagalpur,249214,2019-Q3
Bihar,2019,4,Patna,1289426,2019-Q4
Bihar,2019,4,Muzaffarpur,445815,2019-Q4
Bihar,2019,4,Purbi Champaran,378861,2019-Q4
Bihar,2019,4,Gaya,356225,2019-Q4
Bihar,2019,4,Samastipur,297942,2019-Q4
Bihar,2019,4,Saran,297022,2019-Q4
Bihar,2019,4,Darbhanga,296008,2019-Q4
Bihar,2019,4,Pashchim Champaran,293867,2019-Q4
Bihar,2019,4,Madhubani,291613,2019-Q4
Bihar,2019,4,Bhagalpur,279580,2019-Q4
Bihar,2020,1,Patna,1397342,2020-Q1
Bihar,2020,1,Muzaffarpur,498548,2020-Q1
Bihar,2020,1,Purbi Champaran,431458,2020-Q1
Bihar,2020,1,Gaya,398678,2020-Q1
Bihar,2020,1,Saran,335039,2020-Q1
Bihar,2020,1,Samastipur,334935,2020-Q1
Bihar,2020,1,Pashchim Champaran,334931,2020-Q1
Bihar,2020,1,Darbhanga,332707,2020-Q1
Bihar,2020,1,Madhubani,328630,2020-Q1
Bihar,2020,1,Vaishali,312949,2020-Q1
Bihar,2020,2,Patna,1506233,2020-Q2
Bihar,2020,2,Muzaffarpur,558435,2020-Q2
Bihar,2020,2,Purbi Champaran,505364,2020-Q2
Bihar,2020,2,Gaya,447895,2020-Q2
Bihar,2020,2,Pashchim Champaran,390547,2020-Q2
Bihar,2020,2,Samastipur,381913,2020-Q2
Bihar,2020,2,Saran,381281,2020-Q2
Bihar,2020,2,Darbhanga,379555,2020-Q2
Bihar,2020,2,Madhubani,379217,2020-Q2
Bihar,2020,2,Bhagalpur,352316,2020-Q2
Bihar,2020,3,Patna,1625305,2020-Q3
Bihar,2020,3,Muzaffarpur,617383,2020-Q3
Bihar,2020,3,Purbi Champaran,570592,2020-Q3
Bihar,2020,3,Gaya,493207,2020-Q3
Bihar,2020,3,Pashchim Champaran,435319,2020-Q3
Bihar,2020,3,Madhubani,425154,2020-Q3
Bihar,2020,3,Saran,424821,2020-Q3
Bihar,2020,3,Samastipur,424696,2020-Q3
Bihar,2020,3,Darbhanga,424611,2020-Q3
Bihar,2020,3,Vaishali,391002,2020-Q3
Bihar,2020,4,Patna,1752007,2020-Q4
Bihar,2020,4,Muzaffarpur,673397,2020-Q4
Bihar,2020,4,Purbi Champaran,627214,2020-Q4
Bihar,2020,4,Gaya,538319,2020-Q4
Bihar,2020,4,Pashchim Champaran,476717,2020-Q4
Bihar,2020,4,Saran,467918,2020-Q4
Bihar,2020,4,Madhubani,467849,2020-Q4
Bihar,2020,4,Darbhanga,467317,2020-Q4
Bihar,2020,4,Samastipur,466536,2020-Q4
Bihar,2020,4,Bhagalpur,428157,2020-Q4
Bihar,2021,1,Patna,1881439,2021-Q1
Bihar,2021,1,Muzaffarpur,728384,2021-Q1
Bihar,2021,1,Purbi Champaran,681660,2021-Q1
Bihar,2021,1,Gaya,581376,2021-Q1
Bihar,2021,1,Pashchim Champaran,517219,2021-Q1
Bihar,2021,1,Saran,507177,2021-Q1
Bihar,2021,1,Darbhanga,506381,2021-Q1
Bihar,2021,1,Madhubani,506293,2021-Q1
Bihar,2021,1,Samastipur,505806,2021-Q1
Bihar,2021,1,Vaishali,463655,2021-Q1
Bihar,2021,2,Patna,2010353,2021-Q2
Bihar,2021,2,Muzaffarpur,781251,2021-Q2
Bihar,2021,2,Purbi Champaran,733817,2021-Q2
Bihar,2021,2,Gaya,624010,2021-Q2
Bihar,2021,2,Pashchim Champaran,556408,2021-Q2
Bihar,2021,2,Saran,544975,2021-Q2
Bihar,2021,2,Samastipur,543782,2021-Q2
Bihar,2021,2,Darbhanga,543496,2021-Q2
Bihar,2021,2,Madhubani,543493,2021-Q2
Bihar,2021,2,Vaishali,497933,2021-Q2
Bihar,2021,3,Patna,2156402,2021-Q3
Bihar,2021,3,Muzaffarpur,842701,2021-Q3
Bihar,2021,3,Purbi Champaran,794120,2021-Q3
Bihar,2021,3,Gaya,673356,2021-Q3
Bihar,2021,3,Pashchim Champaran,602251,2021-Q3
Bihar,2021,3,Saran,588276,2021-Q3
Bihar,2021,3,Madhubani,587337,2021-Q3
Bihar,2021,3,Samastipur,586990,2021-Q3
Bihar,2021,3,Darbhanga,586251,2021-Q3
Bihar,2021,3,Vaishali,536933,2021-Q3
Bihar,2021,4,Patna,2303852,2021-Q4
Bihar,2021,4,Muzaffarpur,903775,2021-Q4
Bihar,2021,4,Purbi Champaran,853893,2021-Q4
Bihar,2021,4,Gaya,721905,2021-Q4
Bihar,2021,4,Pashchim Champaran,647450,2021-Q4
Bihar,2021,4,Saran,631469,2021-Q4
Bihar,2021,4,Samastipur,630218,2021-Q4
Bihar,2021,4,Madhubani,629986,2021-Q4
Bihar,2021,4,Darbhanga,628529,2021-Q4
Bihar,2021,4,Vaishali,576156,2021-Q4
Bihar,2022,1,Patna,2443356,2022-Q1
Bihar,2022,1,Muzaffarpur,962924,2022-Q1
Bihar,2022,1,Purbi Champaran,912427,2022-Q1
Bihar,2022,1,Gaya,769265,2022-Q1
Bihar,2022,1,Pashchim Champaran,692182,2022-Q1
Bihar,2022,1,Saran,673849,2022-Q1
Bihar,2022,1,Samastipur,672508,2022-Q1
Bihar,2022,1,Madhubani,672303,2022-Q1
Bihar,2022,1,Darbhanga,669850,2022-Q1
Bihar,2022,1,Vaishali,614159,2022-Q1
Bihar,2022,2,Patna,2577123,2022-Q2
Bihar,2022,2,Muzaffarpur,1018560,2022-Q2
Bihar,2022,2,Purbi Champaran,967838,2022-Q2
Bihar,2022,2,Gaya,814180,2022-Q2
Bihar,2022,2,Pashchim Champaran,734476,2022-Q2
Bihar,2022,2,Saran,714109,2022-Q2
Bihar,2022,2,Samastipur,712626,2022-Q2
Bihar,2022,2,Madhubani,711897,2022-Q2
Bihar,2022,2,Darbhanga,708828,2022-Q2
Bihar,2022,2,Vaishali,650319,2022-Q2
Bihar,2022,3,Patna,2716533,2022-Q3
Bihar,2022,3,Muzaffarpur,1077200,2022-Q3
Bihar,2022,3,Purbi Champaran,1025772,2022-Q3
Bihar,2022,3,Gaya,859903,2022-Q3
Bihar,2022,3,Pashchim Champaran,777977,2022-Q3
Bihar,2022,3,Saran,756293,2022-Q3
Bihar,2022,3,Samastipur,754322,2022-Q3
Bihar,2022,3,Madhubani,753153,2022-Q3
Bihar,2022,3,Darbhanga,749430,2022-Q3
Bihar,2022,3,Vaishali,688248,2022-Q3
Bihar,2022,4,Patna,2854738,2022-Q4
Bihar,2022,4,Muzaffarpur,1132096,2022-Q4
Bihar,2022,4,Purbi Champaran,1079466,2022-Q4
Bihar,2022,4,Gaya,902593,2022-Q4
Bihar,2022,4,Pashchim Champaran,817644,2022-Q4
Bihar,2022,4,Saran,795553,2022-Q4
Bihar,2022,4,Samastipur,793296,2022-Q4
Bihar,2022,4,Madhubani,790218,2022-Q4
Bihar,2022,4,Darbhanga,787306,2022-Q4
Bihar,2022,4,Vaishali,723338,2022-Q4
Chandigarh,2018,1,Chandigarh,86268,2018-Q1
Chandigarh,2018,2,Chandigarh,115219,2018-Q2
Chandigarh,2018,3,Chandigarh,143893,2018-Q3
Chandigarh,2018,4,Chandigarh,177747,2018-Q4
Chandigarh,2019,1,Chandigarh,209175,2019-Q1
Chandigarh,2019,2,Chandigarh,240439,2019-Q2
Chandigarh,2019,3,Chandigarh,267337,2019-Q3
Chandigarh,2019,4,Chandigarh,289590,2019-Q4
Chandigarh,2020,1,Chandigarh,312887,2020-Q1
Chandigarh,2020,2,Chandigarh,336351,2020-Q2
Chandigarh,2020,3,Chandigarh,362588,2020-Q3
Chandigarh,2020,4,Chandigarh,391402,2020-Q4
Chandigarh,2021,1,Chandigarh,419998,2021-Q1
Chandigarh,2021,2,Chandigarh,448572,2021-Q2
Chandigarh,2021,3,Chandigarh,480463,2021-Q3
Chandigarh,2021,4,Chandigarh,512092,2021-Q4
Chandigarh,2022,1,Chandigarh,541549,2022-Q1
Chandigarh,2022,2,Chandigarh,569582,2022-Q2
Chandigarh,2022,3,Chandigarh,598698,2022-Q3
Chandigarh,2022,4,Chandigarh,627563,2022-Q4
Chhattisgarh,2018,1,Raipur,135308,2018-Q1
Chhattisgarh,2018,1,Durg,91516,2018-Q1
Chhattisgarh,2018,1,Bilaspur,68704,2018-Q1
Chhattisgarh,2018,1,Raigarh,51628,2018-Q1
Chhattisgarh,2018,1,Janjgir Champa,42297,2018-Q1
Chhattisgarh,2018,1,Korba,39075,2018-Q1
Chhattisgarh,2018,1,Rajnandgaon,26295,2018-Q1
Chhattisgarh,2018,1,Surguja,22001,2018-Q1
Chhattisgarh,2018,1,Baloda Bazar,21747,2018-Q1
Chhattisgarh,2018,1,Mahasamund,19608,2018-Q1
Chhattisgarh,2018,2,Raipur,185747,2018-Q2
Chhattisgarh,2018,2,Durg,124515,2018-Q2
Chhattisgarh,2018,2,Bilaspur,94888,2018-Q2
Chhattisgarh,2018,2,Raigarh,70970,2018-Q2
Chhattisgarh,2018,2,Janjgir Champa,60185,2018-Q2
Chhattisgarh,2018,2,Korba,54105,2018-Q2
Chhattisgarh,2018,2,Rajnandgaon,38120,2018-Q2
Chhattisgarh,2018,2,Baloda Bazar,32314,2018-Q2
Chhattisgarh,2018,2,Surguja,30374,2018-Q2
Chhattisgarh,2018,2,Mahasamund,28208,2018-Q2
Chhattisgarh,2018,3,Raipur,231146,2018-Q3
Chhattisgarh,2018,3,Durg,150753,2018-Q3
Chhattisgarh,2018,3,Bilaspur,119415,2018-Q3
Chhattisgarh,2018,3,Raigarh,89911,2018-Q3
Chhattisgarh,2018,3,Janjgir Champa,77834,2018-Q3
Chhattisgarh,2018,3,Korba,68746,2018-Q3
Chhattisgarh,2018,3,Rajnandgaon,50271,2018-Q3
Chhattisgarh,2018,3,Baloda Bazar,43335,2018-Q3
Chhattisgarh,2018,3,Surguja,40025,2018-Q3
Chhattisgarh,2018,3,Mahasamund,36628,2018-Q3
Chhattisgarh,2018,4,Raipur,289198,2018-Q4
Chhattisgarh,2018,4,Durg,185746,2018-Q4
Chhattisgarh,2018,4,Bilaspur,153972,2018-Q4
Chhattisgarh,2018,4,Raigarh,116785,2018-Q4
Chhattisgarh,2018,4,Janjgir Champa,107156,2018-Q4
Chhattisgarh,2018,4,Korba,88680,2018-Q4
Chhattisgarh,2018,4,Rajnandgaon,64828,2018-Q4
Chhattisgarh,2018,4,Baloda Bazar,60270,2018-Q4
Chhattisgarh,2018,4,Surguja,51776,2018-Q4
Chhattisgarh,2018,4,Mahasamund,47626,2018-Q4
Chhattisgarh,2019,1,Raipur,351495,2019-Q1
Chhattisgarh,2019,1,Durg,224058,2019-Q1
Chhattisgarh,2019,1,Bilaspur,184636,2019-Q1
Chhattisgarh,2019,1,Raigarh,139059,2019-Q1
Chhattisgarh,2019,1,Janjgir Champa,130114,2019-Q1
Chhattisgarh,2019,1,Korba,105570,2019-Q1
Chhattisgarh,2019,1,Rajnandgaon,78320,2019-Q1
Chhattisgarh,2019,1,Baloda Bazar,73454,2019-Q1
Chhattisgarh,2019,1,Surguja,62300,2019-Q1
Chhattisgarh,2019,1,Mahasamund,56953,2019-Q1
Chhattisgarh,2019,2,Raipur,405792,2019-Q2
Chhattisgarh,2019,2,Durg,257557,2019-Q2
Chhattisgarh,2019,2,Bilaspur,209039,2019-Q2
Chhattisgarh,2019,2,Raigarh,156178,2019-Q2
Chhattisgarh,2019,2,Janjgir Champa,147327,2019-Q2
Chhattisgarh,2019,2,Korba,119540,2019-Q2
Chhattisgarh,2019,2,Rajnandgaon,91198,2019-Q2
Chhattisgarh,2019,2,Baloda Bazar,84458,2019-Q2
Chhattisgarh,2019,2,Surguja,71076,2019-Q2
